offer_event_id,call_id,offer_id,campaign,response,revenue_usd
OFF-000341,CALL-00000341,OFR-001,RETENTION_2026,Declined,0.0
OFF-000342,CALL-00000342,OFR-002,UPSELL_FIBER,No Response,0.0
OFF-000343,CALL-00000343,OFR-003,ADD_LINE_Q3,Accepted,90.0
OFF-000344,CALL-00000344,OFR-004,LOYALTY_RENEW,Declined,0.0
OFF-000345,CALL-00000345,OFR-005,PREMIUM_UPGRADE,No Response,0.0
OFF-000346,CALL-00000346,OFR-001,RETENTION_2026,Accepted,27.5
OFF-000347,CALL-00000347,OFR-002,UPSELL_FIBER,Declined,0.0
OFF-000348,CALL-00000348,OFR-003,ADD_LINE_Q3,No Response,0.0
OFF-000349,CALL-00000349,OFR-004,LOYALTY_RENEW,Accepted,65.0
OFF-000350,CALL-00000350,OFR-005,PREMIUM_UPGRADE,Declined,0.0
OFF-000351,CALL-00000351,OFR-001,RETENTION_2026,No Response,0.0
OFF-000352,CALL-00000352,OFR-002,UPSELL_FIBER,Accepted,102.5
OFF-000353,CALL-00000353,OFR-003,ADD_LINE_Q3,Declined,0.0
OFF-000354,CALL-00000354,OFR-004,LOYALTY_RENEW,No Response,0.0
OFF-000355,CALL-00000355,OFR-005,PREMIUM_UPGRADE,Accepted,40.0
OFF-000356,CALL-00000356,OFR-001,RETENTION_2026,Declined,0.0
OFF-000357,CALL-00000357,OFR-002,UPSELL_FIBER,No Response,0.0
OFF-000358,CALL-00000358,OFR-003,ADD_LINE_Q3,Accepted,77.5
OFF-000359,CALL-00000359,OFR-004,LOYALTY_RENEW,Declined,0.0
OFF-000360,CALL-00000360,OFR-005,PREMIUM_UPGRADE,No Response,0.0
OFF-000361,CALL-00000361,OFR-001,RETENTION_2026,Accepted,15.0
OFF-000362,CALL-00000362,OFR-002,UPSELL_FIBER,Declined,0.0
OFF-000363,CALL-00000363,OFR-003,ADD_LINE_Q3,No Response,0.0
OFF-000364,CALL-00000364,OFR-004,LOYALTY_RENEW,Accepted,52.5
OFF-000365,CALL-00000365,OFR-005,PREMIUM_UPGRADE,Declined,0.0
OFF-000366,CALL-00000366,OFR-001,RETENTION_2026,No Response,0.0
OFF-000367,CALL-00000367,OFR-002,UPSELL_FIBER,Accepted,90.0
OFF-000368,CALL-00000368,OFR-003,ADD_LINE_Q3,Declined,0.0
OFF-000369,CALL-00000369,OFR-004,LOYALTY_RENEW,No Response,0.0
OFF-000370,CALL-00000370,OFR-005,PREMIUM_UPGRADE,Accepted,27.5
OFF-000371,CALL-00000371,OFR-001,RETENTION_2026,Declined,0.0
OFF-000372,CALL-00000372,OFR-002,UPSELL_FIBER,No Response,0.0
OFF-000373,CALL-00000373,OFR-003,ADD_LINE_Q3,Accepted,65.0
OFF-000374,CALL-00000374,OFR-004,LOYALTY_RENEW,Declined,0.0
OFF-000375,CALL-00000375,OFR-005,PREMIUM_UPGRADE,No Response,0.0
OFF-000376,CALL-00000376,OFR-001,RETENTION_2026,Accepted,102.5
OFF-000377,CALL-00000377,OFR-002,UPSELL_FIBER,Declined,0.0
OFF-000378,CALL-00000378,OFR-003,ADD_LINE_Q3,No Response,0.0
OFF-000379,CALL-00000379,OFR-004,LOYALTY_RENEW,Accepted,40.0
OFF-000380,CALL-00000380,OFR-005,PREMIUM_UPGRADE,Declined,0.0
OFF-000381,CALL-00000381,OFR-001,RETENTION_2026,No Response,0.0
OFF-000382,CALL-00000382,OFR-002,UPSELL_FIBER,Accepted,77.5
OFF-000383,CALL-00000383,OFR-003,ADD_LINE_Q3,Declined,0.0
OFF-000384,CALL-00000384,OFR-004,LOYALTY_RENEW,No Response,0.0
OFF-000385,CALL-00000385,OFR-005,PREMIUM_UPGRADE,Accepted,15.0
OFF-000386,CALL-00000386,OFR-001,RETENTION_2026,Declined,0.0
OFF-000387,CALL-00000387,OFR-002,UPSELL_FIBER,No Response,0.0
OFF-000388,CALL-00000388,OFR-003,ADD_LINE_Q3,Accepted,52.5
OFF-000389,CALL-00000389,OFR-004,LOYALTY_RENEW,Declined,0.0
OFF-000390,CALL-00000390,OFR-005,PREMIUM_UPGRADE,No Response,0.0
OFF-000391,CALL-00000391,OFR-001,RETENTION_2026,Accepted,90.0
OFF-000392,CALL-00000392,OFR-002,UPSELL_FIBER,Declined,0.0
OFF-000393,CALL-00000393,OFR-003,ADD_LINE_Q3,No Response,0.0
OFF-000394,CALL-00000394,OFR-004,LOYALTY_RENEW,Accepted,27.5
OFF-000395,CALL-00000395,OFR-005,PREMIUM_UPGRADE,Declined,0.0
OFF-000396,CALL-00000396,OFR-001,RETENTION_2026,No Response,0.0
OFF-000397,CALL-00000397,OFR-002,UPSELL_FIBER,Accepted,65.0
OFF-000398,CALL-00000398,OFR-003,ADD_LINE_Q3,Declined,0.0
OFF-000399,CALL-00000399,OFR-004,LOYALTY_RENEW,No Response,0.0
OFF-000400,CALL-00000400,OFR-005,PREMIUM_UPGRADE,Accepted,102.5
OFF-000401,CALL-00000401,OFR-001,RETENTION_2026,Declined,0.0
OFF-000402,CALL-00000402,OFR-002,UPSELL_FIBER,No Response,0.0
OFF-000403,CALL-00000403,OFR-003,ADD_LINE_Q3,Accepted,40.0
OFF-000404,CALL-00000404,OFR-004,LOYALTY_RENEW,Declined,0.0
OFF-000405,CALL-00000405,OFR-005,PREMIUM_UPGRADE,No Response,0.0
OFF-000406,CALL-00000406,OFR-001,RETENTION_2026,Accepted,77.5
OFF-000407,CALL-00000407,OFR-002,UPSELL_FIBER,Declined,0.0
OFF-000408,CALL-00000408,OFR-003,ADD_LINE_Q3,No Response,0.0
OFF-000409,CALL-00000409,OFR-004,LOYALTY_RENEW,Accepted,15.0
OFF-000410,CALL-00000410,OFR-005,PREMIUM_UPGRADE,Declined,0.0
OFF-000411,CALL-00000411,OFR-001,RETENTION_2026,No Response,0.0
OFF-000412,CALL-00000412,OFR-002,UPSELL_FIBER,Accepted,52.5
OFF-000413,CALL-00000413,OFR-003,ADD_LINE_Q3,Declined,0.0
OFF-000414,CALL-00000414,OFR-004,LOYALTY_RENEW,No Response,0.0
OFF-000415,CALL-00000415,OFR-005,PREMIUM_UPGRADE,Accepted,90.0
OFF-000416,CALL-00000416,OFR-001,RETENTION_2026,Declined,0.0
OFF-000417,CALL-00000417,OFR-002,UPSELL_FIBER,No Response,0.0
OFF-000418,CALL-00000418,OFR-003,ADD_LINE_Q3,Accepted,27.5
OFF-000419,CALL-00000419,OFR-004,LOYALTY_RENEW,Declined,0.0
OFF-000420,CALL-00000420,OFR-005,PREMIUM_UPGRADE,No Response,0.0
OFF-000421,CALL-00000421,OFR-001,RETENTION_2026,Accepted,65.0
OFF-000422,CALL-00000422,OFR-002,UPSELL_FIBER,Declined,0.0
OFF-000423,CALL-00000423,OFR-003,ADD_LINE_Q3,No Response,0.0
OFF-000424,CALL-00000424,OFR-004,LOYALTY_RENEW,Accepted,102.5
OFF-000425,CALL-00000425,OFR-005,PREMIUM_UPGRADE,Declined,0.0
OFF-000426,CALL-00000426,OFR-001,RETENTION_2026,No Response,0.0
OFF-000427,CALL-00000427,OFR-002,UPSELL_FIBER,Accepted,40.0
OFF-000428,CALL-00000428,OFR-003,ADD_LINE_Q3,Declined,0.0
OFF-000429,CALL-00000429,OFR-004,LOYALTY_RENEW,No Response,0.0
OFF-000430,CALL-00000430,OFR-005,PREMIUM_UPGRADE,Accepted,77.5
OFF-000431,CALL-00000431,OFR-001,RETENTION_2026,Declined,0.0
OFF-000432,CALL-00000432,OFR-002,UPSELL_FIBER,No Response,0.0
OFF-000433,CALL-00000433,OFR-003,ADD_LINE_Q3,Accepted,15.0
OFF-000434,CALL-00000434,OFR-004,LOYALTY_RENEW,Declined,0.0
OFF-000435,CALL-00000435,OFR-005,PREMIUM_UPGRADE,No Response,0.0
OFF-000436,CALL-00000436,OFR-001,RETENTION_2026,Accepted,52.5
OFF-000437,CALL-00000437,OFR-002,UPSELL_FIBER,Declined,0.0
OFF-000438,CALL-00000438,OFR-003,ADD_LINE_Q3,No Response,0.0
OFF-000439,CALL-00000439,OFR-004,LOYALTY_RENEW,Accepted,90.0
OFF-000440,CALL-00000440,OFR-005,PREMIUM_UPGRADE,Declined,0.0
OFF-000441,CALL-00000441,OFR-001,RETENTION_2026,No Response,0.0
OFF-000442,CALL-00000442,OFR-002,UPSELL_FIBER,Accepted,27.5
OFF-000443,CALL-00000443,OFR-003,ADD_LINE_Q3,Declined,0.0
OFF-000444,CALL-00000444,OFR-004,LOYALTY_RENEW,No Response,0.0
OFF-000445,CALL-00000445,OFR-005,PREMIUM_UPGRADE,Accepted,65.0
OFF-000446,CALL-00000446,OFR-001,RETENTION_2026,Declined,0.0
OFF-000447,CALL-00000447,OFR-002,UPSELL_FIBER,No Response,0.0
OFF-000448,CALL-00000448,OFR-003,ADD_LINE_Q3,Accepted,102.5
OFF-000449,CALL-00000449,OFR-004,LOYALTY_RENEW,Declined,0.0
OFF-000450,CALL-00000450,OFR-005,PREMIUM_UPGRADE,No Response,0.0
OFF-000451,CALL-00000451,OFR-001,RETENTION_2026,Accepted,40.0
OFF-000452,CALL-00000452,OFR-002,UPSELL_FIBER,Declined,0.0
OFF-000453,CALL-00000453,OFR-003,ADD_LINE_Q3,No Response,0.0
OFF-000454,CALL-00000454,OFR-004,LOYALTY_RENEW,Accepted,77.5
OFF-000455,CALL-00000455,OFR-005,PREMIUM_UPGRADE,Declined,0.0
OFF-000456,CALL-00000456,OFR-001,RETENTION_2026,No Response,0.0
OFF-000457,CALL-00000457,OFR-002,UPSELL_FIBER,Accepted,15.0
OFF-000458,CALL-00000458,OFR-003,ADD_LINE_Q3,Declined,0.0
OFF-000459,CALL-00000459,OFR-004,LOYALTY_RENEW,No Response,0.0
OFF-000460,CALL-00000460,OFR-005,PREMIUM_UPGRADE,Accepted,52.5
OFF-000461,CALL-00000461,OFR-001,RETENTION_2026,Declined,0.0
OFF-000462,CALL-00000462,OFR-002,UPSELL_FIBER,No Response,0.0
OFF-000463,CALL-00000463,OFR-003,ADD_LINE_Q3,Accepted,90.0
OFF-000464,CALL-00000464,OFR-004,LOYALTY_RENEW,Declined,0.0
OFF-000465,CALL-00000465,OFR-005,PREMIUM_UPGRADE,No Response,0.0
OFF-000466,CALL-00000466,OFR-001,RETENTION_2026,Accepted,27.5
OFF-000467,CALL-00000467,OFR-002,UPSELL_FIBER,Declined,0.0
OFF-000468,CALL-00000468,OFR-003,ADD_LINE_Q3,No Response,0.0
OFF-000469,CALL-00000469,OFR-004,LOYALTY_RENEW,Accepted,65.0
OFF-000470,CALL-00000470,OFR-005,PREMIUM_UPGRADE,Declined,0.0
OFF-000471,CALL-00000471,OFR-001,RETENTION_2026,No Response,0.0
OFF-000472,CALL-00000472,OFR-002,UPSELL_FIBER,Accepted,102.5
OFF-000473,CALL-00000473,OFR-003,ADD_LINE_Q3,Declined,0.0
OFF-000474,CALL-00000474,OFR-004,LOYALTY_RENEW,No Response,0.0
OFF-000475,CALL-00000475,OFR-005,PREMIUM_UPGRADE,Accepted,40.0
OFF-000476,CALL-00000476,OFR-001,RETENTION_2026,Declined,0.0
OFF-000477,CALL-00000477,OFR-002,UPSELL_FIBER,No Response,0.0
OFF-000478,CALL-00000478,OFR-003,ADD_LINE_Q3,Accepted,77.5
OFF-000479,CALL-00000479,OFR-004,LOYALTY_RENEW,Declined,0.0
OFF-000480,CALL-00000480,OFR-005,PREMIUM_UPGRADE,No Response,0.0
OFF-000481,CALL-00000481,OFR-001,RETENTION_2026,Accepted,15.0
OFF-000482,CALL-00000482,OFR-002,UPSELL_FIBER,Declined,0.0
OFF-000483,CALL-00000483,OFR-003,ADD_LINE_Q3,No Response,0.0
OFF-000484,CALL-00000484,OFR-004,LOYALTY_RENEW,Accepted,52.5
OFF-000485,CALL-00000485,OFR-005,PREMIUM_UPGRADE,Declined,0.0
OFF-000486,CALL-00000486,OFR-001,RETENTION_2026,No Response,0.0
OFF-000487,CALL-00000487,OFR-002,UPSELL_FIBER,Accepted,90.0
OFF-000488,CALL-00000488,OFR-003,ADD_LINE_Q3,Declined,0.0
OFF-000489,CALL-00000489,OFR-004,LOYALTY_RENEW,No Response,0.0
OFF-000490,CALL-00000490,OFR-005,PREMIUM_UPGRADE,Accepted,27.5
OFF-000491,CALL-00000491,OFR-001,RETENTION_2026,Declined,0.0
OFF-000492,CALL-00000492,OFR-002,UPSELL_FIBER,No Response,0.0
OFF-000493,CALL-00000493,OFR-003,ADD_LINE_Q3,Accepted,65.0
OFF-000494,CALL-00000494,OFR-004,LOYALTY_RENEW,Declined,0.0
OFF-000495,CALL-00000495,OFR-005,PREMIUM_UPGRADE,No Response,0.0
OFF-000496,CALL-00000496,OFR-001,RETENTION_2026,Accepted,102.5
OFF-000497,CALL-00000497,OFR-002,UPSELL_FIBER,Declined,0.0
OFF-000498,CALL-00000498,OFR-003,ADD_LINE_Q3,No Response,0.0
OFF-000499,CALL-00000499,OFR-004,LOYALTY_RENEW,Accepted,40.0
OFF-000500,CALL-00000500,OFR-005,PREMIUM_UPGRADE,Declined,0.0
OFF-000501,CALL-00000501,OFR-001,RETENTION_2026,No Response,0.0
OFF-000502,CALL-00000502,OFR-002,UPSELL_FIBER,Accepted,77.5
OFF-000503,CALL-00000503,OFR-003,ADD_LINE_Q3,Declined,0.0
OFF-000504,CALL-00000504,OFR-004,LOYALTY_RENEW,No Response,0.0
OFF-000505,CALL-00000505,OFR-005,PREMIUM_UPGRADE,Accepted,15.0
OFF-000506,CALL-00000506,OFR-001,RETENTION_2026,Declined,0.0
OFF-000507,CALL-00000507,OFR-002,UPSELL_FIBER,No Response,0.0
OFF-000508,CALL-00000508,OFR-003,ADD_LINE_Q3,Accepted,52.5
OFF-000509,CALL-00000509,OFR-004,LOYALTY_RENEW,Declined,0.0
OFF-000510,CALL-00000510,OFR-005,PREMIUM_UPGRADE,No Response,0.0
OFF-000511,CALL-00000511,OFR-001,RETENTION_2026,Accepted,90.0
OFF-000512,CALL-00000512,OFR-002,UPSELL_FIBER,Declined,0.0
OFF-000513,CALL-00000513,OFR-003,ADD_LINE_Q3,No Response,0.0
OFF-000514,CALL-00000514,OFR-004,LOYALTY_RENEW,Accepted,27.5
OFF-000515,CALL-00000515,OFR-005,PREMIUM_UPGRADE,Declined,0.0
OFF-000516,CALL-00000516,OFR-001,RETENTION_2026,No Response,0.0
OFF-000517,CALL-00000517,OFR-002,UPSELL_FIBER,Accepted,65.0
OFF-000518,CALL-00000518,OFR-003,ADD_LINE_Q3,Declined,0.0
OFF-000519,CALL-00000519,OFR-004,LOYALTY_RENEW,No Response,0.0
OFF-000520,CALL-00000520,OFR-005,PREMIUM_UPGRADE,Accepted,102.5
OFF-000521,CALL-00000521,OFR-001,RETENTION_2026,Declined,0.0
OFF-000522,CALL-00000522,OFR-002,UPSELL_FIBER,No Response,0.0
OFF-000523,CALL-00000523,OFR-003,ADD_LINE_Q3,Accepted,40.0
OFF-000524,CALL-00000524,OFR-004,LOYALTY_RENEW,Declined,0.0
OFF-000525,CALL-00000525,OFR-005,PREMIUM_UPGRADE,No Response,0.0
OFF-000526,CALL-00000526,OFR-001,RETENTION_2026,Accepted,77.5
OFF-000527,CALL-00000527,OFR-002,UPSELL_FIBER,Declined,0.0
OFF-000528,CALL-00000528,OFR-003,ADD_LINE_Q3,No Response,0.0
OFF-000529,CALL-00000529,OFR-004,LOYALTY_RENEW,Accepted,15.0
OFF-000530,CALL-00000530,OFR-005,PREMIUM_UPGRADE,Declined,0.0
OFF-000531,CALL-00000531,OFR-001,RETENTION_2026,No Response,0.0
OFF-000532,CALL-00000532,OFR-002,UPSELL_FIBER,Accepted,52.5
OFF-000533,CALL-00000533,OFR-003,ADD_LINE_Q3,Declined,0.0
OFF-000534,CALL-00000534,OFR-004,LOYALTY_RENEW,No Response,0.0
OFF-000535,CALL-00000535,OFR-005,PREMIUM_UPGRADE,Accepted,90.0
OFF-000536,CALL-00000536,OFR-001,RETENTION_2026,Declined,0.0
OFF-000537,CALL-00000537,OFR-002,UPSELL_FIBER,No Response,0.0
OFF-000538,CALL-00000538,OFR-003,ADD_LINE_Q3,Accepted,27.5
OFF-000539,CALL-00000539,OFR-004,LOYALTY_RENEW,Declined,0.0
OFF-000540,CALL-00000540,OFR-005,PREMIUM_UPGRADE,No Response,0.0
OFF-000541,CALL-00000541,OFR-001,RETENTION_2026,Accepted,65.0
OFF-000542,CALL-00000542,OFR-002,UPSELL_FIBER,Declined,0.0
OFF-000543,CALL-00000543,OFR-003,ADD_LINE_Q3,No Response,0.0
OFF-000544,CALL-00000544,OFR-004,LOYALTY_RENEW,Accepted,102.5
OFF-000545,CALL-00000545,OFR-005,PREMIUM_UPGRADE,Declined,0.0
OFF-000546,CALL-00000546,OFR-001,RETENTION_2026,No Response,0.0
OFF-000547,CALL-00000547,OFR-002,UPSELL_FIBER,Accepted,40.0
OFF-000548,CALL-00000548,OFR-003,ADD_LINE_Q3,Declined,0.0
OFF-000549,CALL-00000549,OFR-004,LOYALTY_RENEW,No Response,0.0
OFF-000550,CALL-00000550,OFR-005,PREMIUM_UPGRADE,Accepted,77.5
OFF-000551,CALL-00000551,OFR-001,RETENTION_2026,Declined,0.0
OFF-000552,CALL-00000552,OFR-002,UPSELL_FIBER,No Response,0.0
OFF-000553,CALL-00000553,OFR-003,ADD_LINE_Q3,Accepted,15.0
OFF-000554,CALL-00000554,OFR-004,LOYALTY_RENEW,Declined,0.0
OFF-000555,CALL-00000555,OFR-005,PREMIUM_UPGRADE,No Response,0.0
OFF-000556,CALL-00000556,OFR-001,RETENTION_2026,Accepted,52.5
OFF-000557,CALL-00000557,OFR-002,UPSELL_FIBER,Declined,0.0
OFF-000558,CALL-00000558,OFR-003,ADD_LINE_Q3,No Response,0.0
OFF-000559,CALL-00000559,OFR-004,LOYALTY_RENEW,Accepted,90.0
OFF-000560,CALL-00000560,OFR-005,PREMIUM_UPGRADE,Declined,0.0
OFF-000561,CALL-00000561,OFR-001,RETENTION_2026,No Response,0.0
OFF-000562,CALL-00000562,OFR-002,UPSELL_FIBER,Accepted,27.5
OFF-000563,CALL-00000563,OFR-003,ADD_LINE_Q3,Declined,0.0
OFF-000564,CALL-00000564,OFR-004,LOYALTY_RENEW,No Response,0.0
OFF-000565,CALL-00000565,OFR-005,PREMIUM_UPGRADE,Accepted,65.0
OFF-000566,CALL-00000566,OFR-001,RETENTION_2026,Declined,0.0
OFF-000567,CALL-00000567,OFR-002,UPSELL_FIBER,No Response,0.0
OFF-000568,CALL-00000568,OFR-003,ADD_LINE_Q3,Accepted,102.5
OFF-000569,CALL-00000569,OFR-004,LOYALTY_RENEW,Declined,0.0
OFF-000570,CALL-00000570,OFR-005,PREMIUM_UPGRADE,No Response,0.0
OFF-000571,CALL-00000571,OFR-001,RETENTION_2026,Accepted,40.0
OFF-000572,CALL-00000572,OFR-002,UPSELL_FIBER,Declined,0.0
OFF-000573,CALL-00000573,OFR-003,ADD_LINE_Q3,No Response,0.0
OFF-000574,CALL-00000574,OFR-004,LOYALTY_RENEW,Accepted,77.5
OFF-000575,CALL-00000575,OFR-005,PREMIUM_UPGRADE,Declined,0.0
OFF-000576,CALL-00000576,OFR-001,RETENTION_2026,No Response,0.0
OFF-000577,CALL-00000577,OFR-002,UPSELL_FIBER,Accepted,15.0
OFF-000578,CALL-00000578,OFR-003,ADD_LINE_Q3,Declined,0.0
OFF-000579,CALL-00000579,OFR-004,LOYALTY_RENEW,No Response,0.0
OFF-000580,CALL-00000580,OFR-005,PREMIUM_UPGRADE,Accepted,52.5
OFF-000581,CALL-00000581,OFR-001,RETENTION_2026,Declined,0.0
OFF-000582,CALL-00000582,OFR-002,UPSELL_FIBER,No Response,0.0
OFF-000583,CALL-00000583,OFR-003,ADD_LINE_Q3,Accepted,90.0
OFF-000584,CALL-00000584,OFR-004,LOYALTY_RENEW,Declined,0.0
OFF-000585,CALL-00000585,OFR-005,PREMIUM_UPGRADE,No Response,0.0
OFF-000586,CALL-00000586,OFR-001,RETENTION_2026,Accepted,27.5
OFF-000587,CALL-00000587,OFR-002,UPSELL_FIBER,Declined,0.0
OFF-000588,CALL-00000588,OFR-003,ADD_LINE_Q3,No Response,0.0
OFF-000589,CALL-00000589,OFR-004,LOYALTY_RENEW,Accepted,65.0
OFF-000590,CALL-00000590,OFR-005,PREMIUM_UPGRADE,Declined,0.0
OFF-000591,CALL-00000591,OFR-001,RETENTION_2026,No Response,0.0
OFF-000592,CALL-00000592,OFR-002,UPSELL_FIBER,Accepted,102.5
OFF-000593,CALL-00000593,OFR-003,ADD_LINE_Q3,Declined,0.0
OFF-000594,CALL-00000594,OFR-004,LOYALTY_RENEW,No Response,0.0
OFF-000595,CALL-00000595,OFR-005,PREMIUM_UPGRADE,Accepted,40.0
OFF-000596,CALL-00000596,OFR-001,RETENTION_2026,Declined,0.0
OFF-000597,CALL-00000597,OFR-002,UPSELL_FIBER,No Response,0.0
OFF-000598,CALL-00000598,OFR-003,ADD_LINE_Q3,Accepted,77.5
OFF-000599,CALL-00000599,OFR-004,LOYALTY_RENEW,Declined,0.0
OFF-000600,CALL-00000600,OFR-005,PREMIUM_UPGRADE,No Response,0.0
OFF-000601,CALL-00000601,OFR-001,RETENTION_2026,Accepted,15.0
OFF-000602,CALL-00000602,OFR-002,UPSELL_FIBER,Declined,0.0
OFF-000603,CALL-00000603,OFR-003,ADD_LINE_Q3,No Response,0.0
OFF-000604,CALL-00000604,OFR-004,LOYALTY_RENEW,Accepted,52.5
OFF-000605,CALL-00000605,OFR-005,PREMIUM_UPGRADE,Declined,0.0
OFF-000606,CALL-00000606,OFR-001,RETENTION_2026,No Response,0.0
OFF-000607,CALL-00000607,OFR-002,UPSELL_FIBER,Accepted,90.0
OFF-000608,CALL-00000608,OFR-003,ADD_LINE_Q3,Declined,0.0
OFF-000609,CALL-00000609,OFR-004,LOYALTY_RENEW,No Response,0.0
OFF-000610,CALL-00000610,OFR-005,PREMIUM_UPGRADE,Accepted,27.5
OFF-000611,CALL-00000611,OFR-001,RETENTION_2026,Declined,0.0
OFF-000612,CALL-00000612,OFR-002,UPSELL_FIBER,No Response,0.0
OFF-000613,CALL-00000613,OFR-003,ADD_LINE_Q3,Accepted,65.0
OFF-000614,CALL-00000614,OFR-004,LOYALTY_RENEW,Declined,0.0
OFF-000615,CALL-00000615,OFR-005,PREMIUM_UPGRADE,No Response,0.0
OFF-000616,CALL-00000616,OFR-001,RETENTION_2026,Accepted,102.5
OFF-000617,CALL-00000617,OFR-002,UPSELL_FIBER,Declined,0.0
OFF-000618,CALL-00000618,OFR-003,ADD_LINE_Q3,No Response,0.0
OFF-000619,CALL-00000619,OFR-004,LOYALTY_RENEW,Accepted,40.0
OFF-000620,CALL-00000620,OFR-005,PREMIUM_UPGRADE,Declined,0.0
OFF-000621,CALL-00000621,OFR-001,RETENTION_2026,No Response,0.0
OFF-000622,CALL-00000622,OFR-002,UPSELL_FIBER,Accepted,77.5
OFF-000623,CALL-00000623,OFR-003,ADD_LINE_Q3,Declined,0.0
OFF-000624,CALL-00000624,OFR-004,LOYALTY_RENEW,No Response,0.0
OFF-000625,CALL-00000625,OFR-005,PREMIUM_UPGRADE,Accepted,15.0
OFF-000626,CALL-00000626,OFR-001,RETENTION_2026,Declined,0.0
OFF-000627,CALL-00000627,OFR-002,UPSELL_FIBER,No Response,0.0
OFF-000628,CALL-00000628,OFR-003,ADD_LINE_Q3,Accepted,52.5
OFF-000629,CALL-00000629,OFR-004,LOYALTY_RENEW,Declined,0.0
OFF-000630,CALL-00000630,OFR-005,PREMIUM_UPGRADE,No Response,0.0
OFF-000631,CALL-00000631,OFR-001,RETENTION_2026,Accepted,90.0
OFF-000632,CALL-00000632,OFR-002,UPSELL_FIBER,Declined,0.0
OFF-000633,CALL-00000633,OFR-003,ADD_LINE_Q3,No Response,0.0
OFF-000634,CALL-00000634,OFR-004,LOYALTY_RENEW,Accepted,27.5
OFF-000635,CALL-00000635,OFR-005,PREMIUM_UPGRADE,Declined,0.0
OFF-000636,CALL-00000636,OFR-001,RETENTION_2026,No Response,0.0
OFF-000637,CALL-00000637,OFR-002,UPSELL_FIBER,Accepted,65.0
OFF-000638,CALL-00000638,OFR-003,ADD_LINE_Q3,Declined,0.0
OFF-000639,CALL-00000639,OFR-004,LOYALTY_RENEW,No Response,0.0
OFF-000640,CALL-00000640,OFR-005,PREMIUM_UPGRADE,Accepted,102.5
OFF-000641,CALL-00000641,OFR-001,RETENTION_2026,Declined,0.0
OFF-000642,CALL-00000642,OFR-002,UPSELL_FIBER,No Response,0.0
OFF-000643,CALL-00000643,OFR-003,ADD_LINE_Q3,Accepted,40.0
OFF-000644,CALL-00000644,OFR-004,LOYALTY_RENEW,Declined,0.0
OFF-000645,CALL-00000645,OFR-005,PREMIUM_UPGRADE,No Response,0.0
OFF-000646,CALL-00000646,OFR-001,RETENTION_2026,Accepted,77.5
OFF-000647,CALL-00000647,OFR-002,UPSELL_FIBER,Declined,0.0
OFF-000648,CALL-00000648,OFR-003,ADD_LINE_Q3,No Response,0.0
OFF-000649,CALL-00000649,OFR-004,LOYALTY_RENEW,Accepted,15.0
OFF-000650,CALL-00000650,OFR-005,PREMIUM_UPGRADE,Declined,0.0
OFF-000651,CALL-00000651,OFR-001,RETENTION_2026,No Response,0.0
OFF-000652,CALL-00000652,OFR-002,UPSELL_FIBER,Accepted,52.5
OFF-000653,CALL-00000653,OFR-003,ADD_LINE_Q3,Declined,0.0
OFF-000654,CALL-00000654,OFR-004,LOYALTY_RENEW,No Response,0.0
OFF-000655,CALL-00000655,OFR-005,PREMIUM_UPGRADE,Accepted,90.0
OFF-000656,CALL-00000656,OFR-001,RETENTION_2026,Declined,0.0
OFF-000657,CALL-00000657,OFR-002,UPSELL_FIBER,No Response,0.0
OFF-000658,CALL-00000658,OFR-003,ADD_LINE_Q3,Accepted,27.5
OFF-000659,CALL-00000659,OFR-004,LOYALTY_RENEW,Declined,0.0
OFF-000660,CALL-00000660,OFR-005,PREMIUM_UPGRADE,No Response,0.0
OFF-000661,CALL-00000661,OFR-001,RETENTION_2026,Accepted,65.0
OFF-000662,CALL-00000662,OFR-002,UPSELL_FIBER,Declined,0.0
OFF-000663,CALL-00000663,OFR-003,ADD_LINE_Q3,No Response,0.0
OFF-000664,CALL-00000664,OFR-004,LOYALTY_RENEW,Accepted,102.5
OFF-000665,CALL-00000665,OFR-005,PREMIUM_UPGRADE,Declined,0.0
OFF-000666,CALL-00000666,OFR-001,RETENTION_2026,No Response,0.0
OFF-000667,CALL-00000667,OFR-002,UPSELL_FIBER,Accepted,40.0
OFF-000668,CALL-00000668,OFR-003,ADD_LINE_Q3,Declined,0.0
OFF-000669,CALL-00000669,OFR-004,LOYALTY_RENEW,No Response,0.0
OFF-000670,CALL-00000670,OFR-005,PREMIUM_UPGRADE,Accepted,77.5
OFF-000671,CALL-00000671,OFR-001,RETENTION_2026,Declined,0.0
OFF-000672,CALL-00000672,OFR-002,UPSELL_FIBER,No Response,0.0
OFF-000673,CALL-00000673,OFR-003,ADD_LINE_Q3,Accepted,15.0
OFF-000674,CALL-00000674,OFR-004,LOYALTY_RENEW,Declined,0.0
OFF-000675,CALL-00000675,OFR-005,PREMIUM_UPGRADE,No Response,0.0
OFF-000676,CALL-00000676,OFR-001,RETENTION_2026,Accepted,52.5
OFF-000677,CALL-00000677,OFR-002,UPSELL_FIBER,Declined,0.0
OFF-000678,CALL-00000678,OFR-003,ADD_LINE_Q3,No Response,0.0
OFF-000679,CALL-00000679,OFR-004,LOYALTY_RENEW,Accepted,90.0
OFF-000680,CALL-00000680,OFR-005,PREMIUM_UPGRADE,Declined,0.0
OFF-000681,CALL-00000681,OFR-001,RETENTION_2026,No Response,0.0
