call_id,intent_category,confidence_score,model_version
CALL-00000604,technical,0.73,v1.2.0
CALL-00000605,cancel,0.74,v1.2.0
CALL-00000606,upgrade,0.75,v1.2.0
CALL-00000607,account_change,0.76,v1.2.0
CALL-00000608,outage,0.77,v1.2.0
CALL-00000609,general_inquiry,0.78,v1.2.0
CALL-00000610,billing,0.79,v1.2.0
CALL-00000611,technical,0.8,v1.2.0
CALL-00000612,cancel,0.81,v1.2.0
CALL-00000613,upgrade,0.82,v1.2.0
CALL-00000614,account_change,0.83,v1.2.0
CALL-00000615,outage,0.84,v1.2.0
CALL-00000616,general_inquiry,0.85,v1.2.0
CALL-00000617,billing,0.86,v1.2.0
CALL-00000618,technical,0.87,v1.2.0
CALL-00000619,cancel,0.88,v1.2.0
CALL-00000620,upgrade,0.89,v1.2.0
CALL-00000621,account_change,0.9,v1.2.0
CALL-00000622,outage,0.91,v1.2.0
CALL-00000623,general_inquiry,0.92,v1.2.0
CALL-00000624,billing,0.93,v1.2.0
CALL-00000625,technical,0.94,v1.2.0
CALL-00000626,cancel,0.95,v1.2.0
CALL-00000627,upgrade,0.96,v1.2.0
CALL-00000628,account_change,0.97,v1.2.0
CALL-00000629,outage,0.98,v1.2.0
CALL-00000630,general_inquiry,0.99,v1.2.0
CALL-00000631,billing,0.55,v1.2.0
CALL-00000632,technical,0.56,v1.2.0
CALL-00000633,cancel,0.57,v1.2.0
CALL-00000634,upgrade,0.58,v1.2.0
CALL-00000635,account_change,0.59,v1.2.0
CALL-00000636,outage,0.6,v1.2.0
CALL-00000637,general_inquiry,0.61,v1.2.0
CALL-00000638,billing,0.62,v1.2.0
CALL-00000639,technical,0.63,v1.2.0
CALL-00000640,cancel,0.64,v1.2.0
CALL-00000641,upgrade,0.65,v1.2.0
CALL-00000642,account_change,0.66,v1.2.0
CALL-00000643,outage,0.67,v1.2.0
CALL-00000644,general_inquiry,0.68,v1.2.0
CALL-00000645,billing,0.69,v1.2.0
CALL-00000646,technical,0.7,v1.2.0
CALL-00000647,cancel,0.71,v1.2.0
CALL-00000648,upgrade,0.72,v1.2.0
CALL-00000649,account_change,0.73,v1.2.0
CALL-00000650,outage,0.74,v1.2.0
CALL-00000651,general_inquiry,0.75,v1.2.0
CALL-00000652,billing,0.76,v1.2.0
CALL-00000653,technical,0.77,v1.2.0
CALL-00000654,cancel,0.78,v1.2.0
CALL-00000655,upgrade,0.79,v1.2.0
CALL-00000656,account_change,0.8,v1.2.0
CALL-00000657,outage,0.81,v1.2.0
CALL-00000658,general_inquiry,0.82,v1.2.0
CALL-00000659,billing,0.83,v1.2.0
CALL-00000660,technical,0.84,v1.2.0
CALL-00000661,cancel,0.85,v1.2.0
CALL-00000662,upgrade,0.86,v1.2.0
CALL-00000663,account_change,0.87,v1.2.0
CALL-00000664,outage,0.88,v1.2.0
CALL-00000665,general_inquiry,0.89,v1.2.0
CALL-00000666,billing,0.9,v1.2.0
CALL-00000667,technical,0.91,v1.2.0
CALL-00000668,cancel,0.92,v1.2.0
CALL-00000669,upgrade,0.93,v1.2.0
CALL-00000670,account_change,0.94,v1.2.0
CALL-00000671,outage,0.95,v1.2.0
CALL-00000672,general_inquiry,0.96,v1.2.0
CALL-00000673,billing,0.97,v1.2.0
CALL-00000674,technical,0.98,v1.2.0
CALL-00000675,cancel,0.99,v1.2.0
CALL-00000676,upgrade,0.55,v1.2.0
CALL-00000677,account_change,0.56,v1.2.0
CALL-00000678,outage,0.57,v1.2.0
CALL-00000679,general_inquiry,0.58,v1.2.0
CALL-00000680,billing,0.59,v1.2.0
CALL-00000681,technical,0.6,v1.2.0
CALL-00000682,cancel,0.61,v1.2.0
CALL-00000683,upgrade,0.62,v1.2.0
CALL-00000684,account_change,0.63,v1.2.0
CALL-00000685,outage,0.64,v1.2.0
CALL-00000686,general_inquiry,0.65,v1.2.0
CALL-00000687,billing,0.66,v1.2.0
CALL-00000688,technical,0.67,v1.2.0
CALL-00000689,cancel,0.68,v1.2.0
CALL-00000690,upgrade,0.69,v1.2.0
CALL-00000691,account_change,0.7,v1.2.0
CALL-00000692,outage,0.71,v1.2.0
CALL-00000693,general_inquiry,0.72,v1.2.0
CALL-00000694,billing,0.73,v1.2.0
CALL-00000695,technical,0.74,v1.2.0
CALL-00000696,cancel,0.75,v1.2.0
CALL-00000697,upgrade,0.76,v1.2.0
CALL-00000698,account_change,0.77,v1.2.0
CALL-00000699,outage,0.78,v1.2.0
CALL-00000700,general_inquiry,0.79,v1.2.0
CALL-00000701,billing,0.8,v1.2.0
CALL-00000702,technical,0.81,v1.2.0
CALL-00000703,cancel,0.82,v1.2.0
CALL-00000704,upgrade,0.83,v1.2.0
CALL-00000705,account_change,0.84,v1.2.0
CALL-00000706,outage,0.85,v1.2.0
CALL-00000707,general_inquiry,0.86,v1.2.0
CALL-00000708,billing,0.87,v1.2.0
CALL-00000709,technical,0.88,v1.2.0
CALL-00000710,cancel,0.89,v1.2.0
CALL-00000711,upgrade,0.9,v1.2.0
CALL-00000712,account_change,0.91,v1.2.0
CALL-00000713,outage,0.92,v1.2.0
CALL-00000714,general_inquiry,0.93,v1.2.0
CALL-00000715,billing,0.94,v1.2.0
CALL-00000716,technical,0.95,v1.2.0
CALL-00000717,cancel,0.96,v1.2.0
CALL-00000718,upgrade,0.97,v1.2.0
CALL-00000719,account_change,0.98,v1.2.0
CALL-00000720,outage,0.99,v1.2.0
CALL-00000721,general_inquiry,0.55,v1.2.0
CALL-00000722,billing,0.56,v1.2.0
CALL-00000723,technical,0.57,v1.2.0
CALL-00000724,cancel,0.58,v1.2.0
CALL-00000725,upgrade,0.59,v1.2.0
CALL-00000726,account_change,0.6,v1.2.0
CALL-00000727,outage,0.61,v1.2.0
CALL-00000728,general_inquiry,0.62,v1.2.0
CALL-00000729,billing,0.63,v1.2.0
CALL-00000730,technical,0.64,v1.2.0
CALL-00000731,cancel,0.65,v1.2.0
CALL-00000732,upgrade,0.66,v1.2.0
CALL-00000733,account_change,0.67,v1.2.0
CALL-00000734,outage,0.68,v1.2.0
CALL-00000735,general_inquiry,0.69,v1.2.0
CALL-00000736,billing,0.7,v1.2.0
CALL-00000737,technical,0.71,v1.2.0
CALL-00000738,cancel,0.72,v1.2.0
CALL-00000739,upgrade,0.73,v1.2.0
CALL-00000740,account_change,0.74,v1.2.0
CALL-00000741,outage,0.75,v1.2.0
CALL-00000742,general_inquiry,0.76,v1.2.0
CALL-00000743,billing,0.77,v1.2.0
CALL-00000744,technical,0.78,v1.2.0
CALL-00000745,cancel,0.79,v1.2.0
CALL-00000746,upgrade,0.8,v1.2.0
CALL-00000747,account_change,0.81,v1.2.0
CALL-00000748,outage,0.82,v1.2.0
CALL-00000749,general_inquiry,0.83,v1.2.0
CALL-00000750,billing,0.84,v1.2.0
CALL-00000751,technical,0.85,v1.2.0
CALL-00000752,cancel,0.86,v1.2.0
CALL-00000753,upgrade,0.87,v1.2.0
CALL-00000754,account_change,0.88,v1.2.0
CALL-00000755,outage,0.89,v1.2.0
CALL-00000756,general_inquiry,0.9,v1.2.0
CALL-00000757,billing,0.91,v1.2.0
CALL-00000758,technical,0.92,v1.2.0
CALL-00000759,cancel,0.93,v1.2.0
CALL-00000760,upgrade,0.94,v1.2.0
CALL-00000761,account_change,0.95,v1.2.0
CALL-00000762,outage,0.96,v1.2.0
CALL-00000763,general_inquiry,0.97,v1.2.0
CALL-00000764,billing,0.98,v1.2.0
CALL-00000765,technical,0.99,v1.2.0
CALL-00000766,cancel,0.55,v1.2.0
CALL-00000767,upgrade,0.56,v1.2.0
CALL-00000768,account_change,0.57,v1.2.0
CALL-00000769,outage,0.58,v1.2.0
CALL-00000770,general_inquiry,0.59,v1.2.0
CALL-00000771,billing,0.6,v1.2.0
CALL-00000772,technical,0.61,v1.2.0
CALL-00000773,cancel,0.62,v1.2.0
CALL-00000774,upgrade,0.63,v1.2.0
CALL-00000775,account_change,0.64,v1.2.0
CALL-00000776,outage,0.65,v1.2.0
CALL-00000777,general_inquiry,0.66,v1.2.0
CALL-00000778,billing,0.67,v1.2.0
CALL-00000779,technical,0.68,v1.2.0
CALL-00000780,cancel,0.69,v1.2.0
CALL-00000781,upgrade,0.7,v1.2.0
CALL-00000782,account_change,0.71,v1.2.0
CALL-00000783,outage,0.72,v1.2.0
CALL-00000784,general_inquiry,0.73,v1.2.0
CALL-00000785,billing,0.74,v1.2.0
CALL-00000786,technical,0.75,v1.2.0
CALL-00000787,cancel,0.76,v1.2.0
CALL-00000788,upgrade,0.77,v1.2.0
CALL-00000789,account_change,0.78,v1.2.0
CALL-00000790,outage,0.79,v1.2.0
CALL-00000791,general_inquiry,0.8,v1.2.0
CALL-00000792,billing,0.81,v1.2.0
CALL-00000793,technical,0.82,v1.2.0
CALL-00000794,cancel,0.83,v1.2.0
CALL-00000795,upgrade,0.84,v1.2.0
CALL-00000796,account_change,0.85,v1.2.0
CALL-00000797,outage,0.86,v1.2.0
CALL-00000798,general_inquiry,0.87,v1.2.0
CALL-00000799,billing,0.88,v1.2.0
CALL-00000800,technical,0.89,v1.2.0
CALL-00000801,cancel,0.9,v1.2.0
CALL-00000802,upgrade,0.91,v1.2.0
CALL-00000803,account_change,0.92,v1.2.0
CALL-00000804,outage,0.93,v1.2.0
CALL-00000805,general_inquiry,0.94,v1.2.0
CALL-00000806,billing,0.95,v1.2.0
CALL-00000807,technical,0.96,v1.2.0
CALL-00000808,cancel,0.97,v1.2.0
CALL-00000809,upgrade,0.98,v1.2.0
CALL-00000810,account_change,0.99,v1.2.0
CALL-00000811,outage,0.55,v1.2.0
CALL-00000812,general_inquiry,0.56,v1.2.0
CALL-00000813,billing,0.57,v1.2.0
CALL-00000814,technical,0.58,v1.2.0
CALL-00000815,cancel,0.59,v1.2.0
CALL-00000816,upgrade,0.6,v1.2.0
CALL-00000817,account_change,0.61,v1.2.0
CALL-00000818,outage,0.62,v1.2.0
CALL-00000819,general_inquiry,0.63,v1.2.0
CALL-00000820,billing,0.64,v1.2.0
CALL-00000821,technical,0.65,v1.2.0
CALL-00000822,cancel,0.66,v1.2.0
CALL-00000823,upgrade,0.67,v1.2.0
CALL-00000824,account_change,0.68,v1.2.0
CALL-00000825,outage,0.69,v1.2.0
CALL-00000826,general_inquiry,0.7,v1.2.0
CALL-00000827,billing,0.71,v1.2.0
CALL-00000828,technical,0.72,v1.2.0
CALL-00000829,cancel,0.73,v1.2.0
CALL-00000830,upgrade,0.74,v1.2.0
CALL-00000831,account_change,0.75,v1.2.0
CALL-00000832,outage,0.76,v1.2.0
CALL-00000833,general_inquiry,0.77,v1.2.0
CALL-00000834,billing,0.78,v1.2.0
CALL-00000835,technical,0.79,v1.2.0
CALL-00000836,cancel,0.8,v1.2.0
CALL-00000837,upgrade,0.81,v1.2.0
CALL-00000838,account_change,0.82,v1.2.0
CALL-00000839,outage,0.83,v1.2.0
CALL-00000840,general_inquiry,0.84,v1.2.0
CALL-00000841,billing,0.85,v1.2.0
CALL-00000842,technical,0.86,v1.2.0
CALL-00000843,cancel,0.87,v1.2.0
CALL-00000844,upgrade,0.88,v1.2.0
CALL-00000845,account_change,0.89,v1.2.0
CALL-00000846,outage,0.9,v1.2.0
CALL-00000847,general_inquiry,0.91,v1.2.0
CALL-00000848,billing,0.92,v1.2.0
CALL-00000849,technical,0.93,v1.2.0
CALL-00000850,cancel,0.94,v1.2.0
CALL-00000851,upgrade,0.95,v1.2.0
CALL-00000852,account_change,0.96,v1.2.0
CALL-00000853,outage,0.97,v1.2.0
CALL-00000854,general_inquiry,0.98,v1.2.0
CALL-00000855,billing,0.99,v1.2.0
CALL-00000856,technical,0.55,v1.2.0
CALL-00000857,cancel,0.56,v1.2.0
CALL-00000858,upgrade,0.57,v1.2.0
CALL-00000859,account_change,0.58,v1.2.0
CALL-00000860,outage,0.59,v1.2.0
CALL-00000861,general_inquiry,0.6,v1.2.0
CALL-00000862,billing,0.61,v1.2.0
CALL-00000863,technical,0.62,v1.2.0
CALL-00000864,cancel,0.63,v1.2.0
CALL-00000865,upgrade,0.64,v1.2.0
CALL-00000866,account_change,0.65,v1.2.0
CALL-00000867,outage,0.66,v1.2.0
CALL-00000868,general_inquiry,0.67,v1.2.0
CALL-00000869,billing,0.68,v1.2.0
CALL-00000870,technical,0.69,v1.2.0
CALL-00000871,cancel,0.7,v1.2.0
CALL-00000872,upgrade,0.71,v1.2.0
CALL-00000873,account_change,0.72,v1.2.0
CALL-00000874,outage,0.73,v1.2.0
CALL-00000875,general_inquiry,0.74,v1.2.0
CALL-00000876,billing,0.75,v1.2.0
CALL-00000877,technical,0.76,v1.2.0
CALL-00000878,cancel,0.77,v1.2.0
CALL-00000879,upgrade,0.78,v1.2.0
CALL-00000880,account_change,0.79,v1.2.0
CALL-00000881,outage,0.8,v1.2.0
CALL-00000882,general_inquiry,0.81,v1.2.0
CALL-00000883,billing,0.82,v1.2.0
CALL-00000884,technical,0.83,v1.2.0
CALL-00000885,cancel,0.84,v1.2.0
CALL-00000886,upgrade,0.85,v1.2.0
CALL-00000887,account_change,0.86,v1.2.0
CALL-00000888,outage,0.87,v1.2.0
CALL-00000889,general_inquiry,0.88,v1.2.0
CALL-00000890,billing,0.89,v1.2.0
CALL-00000891,technical,0.9,v1.2.0
CALL-00000892,cancel,0.91,v1.2.0
CALL-00000893,upgrade,0.92,v1.2.0
CALL-00000894,account_change,0.93,v1.2.0
CALL-00000895,outage,0.94,v1.2.0
CALL-00000896,general_inquiry,0.95,v1.2.0
CALL-00000897,billing,0.96,v1.2.0
CALL-00000898,technical,0.97,v1.2.0
CALL-00000899,cancel,0.98,v1.2.0
CALL-00000900,upgrade,0.99,v1.2.0
CALL-00000901,account_change,0.55,v1.2.0
CALL-00000902,outage,0.56,v1.2.0
CALL-00000903,general_inquiry,0.57,v1.2.0
CALL-00000904,billing,0.58,v1.2.0
CALL-00000905,technical,0.59,v1.2.0
CALL-00000906,cancel,0.6,v1.2.0
CALL-00000907,upgrade,0.61,v1.2.0
CALL-00000908,account_change,0.62,v1.2.0
CALL-00000909,outage,0.63,v1.2.0
CALL-00000910,general_inquiry,0.64,v1.2.0
CALL-00000911,billing,0.65,v1.2.0
CALL-00000912,technical,0.66,v1.2.0
CALL-00000913,cancel,0.67,v1.2.0
CALL-00000914,upgrade,0.68,v1.2.0
CALL-00000915,account_change,0.69,v1.2.0
CALL-00000916,outage,0.7,v1.2.0
CALL-00000917,general_inquiry,0.71,v1.2.0
CALL-00000918,billing,0.72,v1.2.0
CALL-00000919,technical,0.73,v1.2.0
CALL-00000920,cancel,0.74,v1.2.0
CALL-00000921,upgrade,0.75,v1.2.0
CALL-00000922,account_change,0.76,v1.2.0
CALL-00000923,outage,0.77,v1.2.0
CALL-00000924,general_inquiry,0.78,v1.2.0
CALL-00000925,billing,0.79,v1.2.0
CALL-00000926,technical,0.8,v1.2.0
CALL-00000927,cancel,0.81,v1.2.0
CALL-00000928,upgrade,0.82,v1.2.0
CALL-00000929,account_change,0.83,v1.2.0
CALL-00000930,outage,0.84,v1.2.0
CALL-00000931,general_inquiry,0.85,v1.2.0
CALL-00000932,billing,0.86,v1.2.0
CALL-00000933,technical,0.87,v1.2.0
CALL-00000934,cancel,0.88,v1.2.0
CALL-00000935,upgrade,0.89,v1.2.0
CALL-00000936,account_change,0.9,v1.2.0
CALL-00000937,outage,0.91,v1.2.0
CALL-00000938,general_inquiry,0.92,v1.2.0
CALL-00000939,billing,0.93,v1.2.0
CALL-00000940,technical,0.94,v1.2.0
CALL-00000941,cancel,0.95,v1.2.0
CALL-00000942,upgrade,0.96,v1.2.0
CALL-00000943,account_change,0.97,v1.2.0
CALL-00000944,outage,0.98,v1.2.0
CALL-00000945,general_inquiry,0.99,v1.2.0
CALL-00000946,billing,0.55,v1.2.0
CALL-00000947,technical,0.56,v1.2.0
CALL-00000948,cancel,0.57,v1.2.0
CALL-00000949,upgrade,0.58,v1.2.0
CALL-00000950,account_change,0.59,v1.2.0
CALL-00000951,outage,0.6,v1.2.0
CALL-00000952,general_inquiry,0.61,v1.2.0
CALL-00000953,billing,0.62,v1.2.0
CALL-00000954,technical,0.63,v1.2.0
CALL-00000955,cancel,0.64,v1.2.0
CALL-00000956,upgrade,0.65,v1.2.0
CALL-00000957,account_change,0.66,v1.2.0
CALL-00000958,outage,0.67,v1.2.0
CALL-00000959,general_inquiry,0.68,v1.2.0
CALL-00000960,billing,0.69,v1.2.0
CALL-00000961,technical,0.7,v1.2.0
CALL-00000962,cancel,0.71,v1.2.0
CALL-00000963,upgrade,0.72,v1.2.0
CALL-00000964,account_change,0.73,v1.2.0
CALL-00000965,outage,0.74,v1.2.0
CALL-00000966,general_inquiry,0.75,v1.2.0
CALL-00000967,billing,0.76,v1.2.0
CALL-00000968,technical,0.77,v1.2.0
CALL-00000969,cancel,0.78,v1.2.0
CALL-00000970,upgrade,0.79,v1.2.0
CALL-00000971,account_change,0.8,v1.2.0
CALL-00000972,outage,0.81,v1.2.0
CALL-00000973,general_inquiry,0.82,v1.2.0
CALL-00000974,billing,0.83,v1.2.0
CALL-00000975,technical,0.84,v1.2.0
CALL-00000976,cancel,0.85,v1.2.0
CALL-00000977,upgrade,0.86,v1.2.0
CALL-00000978,account_change,0.87,v1.2.0
CALL-00000979,outage,0.88,v1.2.0
CALL-00000980,general_inquiry,0.89,v1.2.0
CALL-00000981,billing,0.9,v1.2.0
CALL-00000982,technical,0.91,v1.2.0
CALL-00000983,cancel,0.92,v1.2.0
CALL-00000984,upgrade,0.93,v1.2.0
CALL-00000985,account_change,0.94,v1.2.0
CALL-00000986,outage,0.95,v1.2.0
CALL-00000987,general_inquiry,0.96,v1.2.0
CALL-00000988,billing,0.97,v1.2.0
CALL-00000989,technical,0.98,v1.2.0
CALL-00000990,cancel,0.99,v1.2.0
CALL-00000991,upgrade,0.55,v1.2.0
CALL-00000992,account_change,0.56,v1.2.0
CALL-00000993,outage,0.57,v1.2.0
CALL-00000994,general_inquiry,0.58,v1.2.0
CALL-00000995,billing,0.59,v1.2.0
CALL-00000996,technical,0.6,v1.2.0
CALL-00000997,cancel,0.61,v1.2.0
CALL-00000998,upgrade,0.62,v1.2.0
CALL-00000999,account_change,0.63,v1.2.0
CALL-00001000,outage,0.64,v1.2.0
CALL-00001001,general_inquiry,0.65,v1.2.0
CALL-00001002,billing,0.66,v1.2.0
CALL-00001003,technical,0.67,v1.2.0
CALL-00001004,cancel,0.68,v1.2.0
CALL-00001005,upgrade,0.69,v1.2.0
CALL-00001006,account_change,0.7,v1.2.0
CALL-00001007,outage,0.71,v1.2.0
CALL-00001008,general_inquiry,0.72,v1.2.0
CALL-00001009,billing,0.73,v1.2.0
CALL-00001010,technical,0.74,v1.2.0
CALL-00001011,cancel,0.75,v1.2.0
CALL-00001012,upgrade,0.76,v1.2.0
CALL-00001013,account_change,0.77,v1.2.0
CALL-00001014,outage,0.78,v1.2.0
CALL-00001015,general_inquiry,0.79,v1.2.0
CALL-00001016,billing,0.8,v1.2.0
CALL-00001017,technical,0.81,v1.2.0
CALL-00001018,cancel,0.82,v1.2.0
CALL-00001019,upgrade,0.83,v1.2.0
CALL-00001020,account_change,0.84,v1.2.0
CALL-00001021,outage,0.85,v1.2.0
CALL-00001022,general_inquiry,0.86,v1.2.0
CALL-00001023,billing,0.87,v1.2.0
CALL-00001024,technical,0.88,v1.2.0
CALL-00001025,cancel,0.89,v1.2.0
CALL-00001026,upgrade,0.9,v1.2.0
CALL-00001027,account_change,0.91,v1.2.0
CALL-00001028,outage,0.92,v1.2.0
CALL-00001029,general_inquiry,0.93,v1.2.0
CALL-00001030,billing,0.94,v1.2.0
CALL-00001031,technical,0.95,v1.2.0
CALL-00001032,cancel,0.96,v1.2.0
CALL-00001033,upgrade,0.97,v1.2.0
CALL-00001034,account_change,0.98,v1.2.0
CALL-00001035,outage,0.99,v1.2.0
CALL-00001036,general_inquiry,0.55,v1.2.0
CALL-00001037,billing,0.56,v1.2.0
CALL-00001038,technical,0.57,v1.2.0
CALL-00001039,cancel,0.58,v1.2.0
CALL-00001040,upgrade,0.59,v1.2.0
CALL-00001041,account_change,0.6,v1.2.0
CALL-00001042,outage,0.61,v1.2.0
CALL-00001043,general_inquiry,0.62,v1.2.0
CALL-00001044,billing,0.63,v1.2.0
CALL-00001045,technical,0.64,v1.2.0
CALL-00001046,cancel,0.65,v1.2.0
CALL-00001047,upgrade,0.66,v1.2.0
CALL-00001048,account_change,0.67,v1.2.0
CALL-00001049,outage,0.68,v1.2.0
CALL-00001050,general_inquiry,0.69,v1.2.0
CALL-00001051,billing,0.7,v1.2.0
CALL-00001052,technical,0.71,v1.2.0
CALL-00001053,cancel,0.72,v1.2.0
CALL-00001054,upgrade,0.73,v1.2.0
CALL-00001055,account_change,0.74,v1.2.0
CALL-00001056,outage,0.75,v1.2.0
CALL-00001057,general_inquiry,0.76,v1.2.0
CALL-00001058,billing,0.77,v1.2.0
CALL-00001059,technical,0.78,v1.2.0
CALL-00001060,cancel,0.79,v1.2.0
CALL-00001061,upgrade,0.8,v1.2.0
CALL-00001062,account_change,0.81,v1.2.0
CALL-00001063,outage,0.82,v1.2.0
CALL-00001064,general_inquiry,0.83,v1.2.0
CALL-00001065,billing,0.84,v1.2.0
CALL-00001066,technical,0.85,v1.2.0
CALL-00001067,cancel,0.86,v1.2.0
CALL-00001068,upgrade,0.87,v1.2.0
CALL-00001069,account_change,0.88,v1.2.0
CALL-00001070,outage,0.89,v1.2.0
CALL-00001071,general_inquiry,0.9,v1.2.0
CALL-00001072,billing,0.91,v1.2.0
CALL-00001073,technical,0.92,v1.2.0
CALL-00001074,cancel,0.93,v1.2.0
CALL-00001075,upgrade,0.94,v1.2.0
CALL-00001076,account_change,0.95,v1.2.0
CALL-00001077,outage,0.96,v1.2.0
CALL-00001078,general_inquiry,0.97,v1.2.0
CALL-00001079,billing,0.98,v1.2.0
CALL-00001080,technical,0.99,v1.2.0
CALL-00001081,cancel,0.55,v1.2.0
CALL-00001082,upgrade,0.56,v1.2.0
CALL-00001083,account_change,0.57,v1.2.0
CALL-00001084,outage,0.58,v1.2.0
CALL-00001085,general_inquiry,0.59,v1.2.0
CALL-00001086,billing,0.6,v1.2.0
CALL-00001087,technical,0.61,v1.2.0
CALL-00001088,cancel,0.62,v1.2.0
CALL-00001089,upgrade,0.63,v1.2.0
CALL-00001090,account_change,0.64,v1.2.0
CALL-00001091,outage,0.65,v1.2.0
CALL-00001092,general_inquiry,0.66,v1.2.0
CALL-00001093,billing,0.67,v1.2.0
CALL-00001094,technical,0.68,v1.2.0
CALL-00001095,cancel,0.69,v1.2.0
CALL-00001096,upgrade,0.7,v1.2.0
CALL-00001097,account_change,0.71,v1.2.0
CALL-00001098,outage,0.72,v1.2.0
CALL-00001099,general_inquiry,0.73,v1.2.0
CALL-00001100,billing,0.74,v1.2.0
CALL-00001101,technical,0.75,v1.2.0
CALL-00001102,cancel,0.76,v1.2.0
CALL-00001103,upgrade,0.77,v1.2.0
CALL-00001104,account_change,0.78,v1.2.0
CALL-00001105,outage,0.79,v1.2.0
CALL-00001106,general_inquiry,0.8,v1.2.0
CALL-00001107,billing,0.81,v1.2.0
CALL-00001108,technical,0.82,v1.2.0
CALL-00001109,cancel,0.83,v1.2.0
CALL-00001110,upgrade,0.84,v1.2.0
CALL-00001111,account_change,0.85,v1.2.0
CALL-00001112,outage,0.86,v1.2.0
CALL-00001113,general_inquiry,0.87,v1.2.0
CALL-00001114,billing,0.88,v1.2.0
CALL-00001115,technical,0.89,v1.2.0
CALL-00001116,cancel,0.9,v1.2.0
CALL-00001117,upgrade,0.91,v1.2.0
CALL-00001118,account_change,0.92,v1.2.0
CALL-00001119,outage,0.93,v1.2.0
CALL-00001120,general_inquiry,0.94,v1.2.0
CALL-00001121,billing,0.95,v1.2.0
CALL-00001122,technical,0.96,v1.2.0
CALL-00001123,cancel,0.97,v1.2.0
CALL-00001124,upgrade,0.98,v1.2.0
CALL-00001125,account_change,0.99,v1.2.0
CALL-00001126,outage,0.55,v1.2.0
CALL-00001127,general_inquiry,0.56,v1.2.0
CALL-00001128,billing,0.57,v1.2.0
CALL-00001129,technical,0.58,v1.2.0
CALL-00001130,cancel,0.59,v1.2.0
CALL-00001131,upgrade,0.6,v1.2.0
CALL-00001132,account_change,0.61,v1.2.0
CALL-00001133,outage,0.62,v1.2.0
CALL-00001134,general_inquiry,0.63,v1.2.0
CALL-00001135,billing,0.64,v1.2.0
CALL-00001136,technical,0.65,v1.2.0
CALL-00001137,cancel,0.66,v1.2.0
CALL-00001138,upgrade,0.67,v1.2.0
CALL-00001139,account_change,0.68,v1.2.0
CALL-00001140,outage,0.69,v1.2.0
CALL-00001141,general_inquiry,0.7,v1.2.0
CALL-00001142,billing,0.71,v1.2.0
CALL-00001143,technical,0.72,v1.2.0
CALL-00001144,cancel,0.73,v1.2.0
CALL-00001145,upgrade,0.74,v1.2.0
CALL-00001146,account_change,0.75,v1.2.0
CALL-00001147,outage,0.76,v1.2.0
CALL-00001148,general_inquiry,0.77,v1.2.0
CALL-00001149,billing,0.78,v1.2.0
CALL-00001150,technical,0.79,v1.2.0
CALL-00001151,cancel,0.8,v1.2.0
CALL-00001152,upgrade,0.81,v1.2.0
CALL-00001153,account_change,0.82,v1.2.0
CALL-00001154,outage,0.83,v1.2.0
CALL-00001155,general_inquiry,0.84,v1.2.0
CALL-00001156,billing,0.85,v1.2.0
CALL-00001157,technical,0.86,v1.2.0
CALL-00001158,cancel,0.87,v1.2.0
CALL-00001159,upgrade,0.88,v1.2.0
CALL-00001160,account_change,0.89,v1.2.0
CALL-00001161,outage,0.9,v1.2.0
CALL-00001162,general_inquiry,0.91,v1.2.0
CALL-00001163,billing,0.92,v1.2.0
CALL-00001164,technical,0.93,v1.2.0
CALL-00001165,cancel,0.94,v1.2.0
CALL-00001166,upgrade,0.95,v1.2.0
CALL-00001167,account_change,0.96,v1.2.0
CALL-00001168,outage,0.97,v1.2.0
CALL-00001169,general_inquiry,0.98,v1.2.0
CALL-00001170,billing,0.99,v1.2.0
CALL-00001171,technical,0.55,v1.2.0
CALL-00001172,cancel,0.56,v1.2.0
CALL-00001173,upgrade,0.57,v1.2.0
CALL-00001174,account_change,0.58,v1.2.0
CALL-00001175,outage,0.59,v1.2.0
CALL-00001176,general_inquiry,0.6,v1.2.0
CALL-00001177,billing,0.61,v1.2.0
CALL-00001178,technical,0.62,v1.2.0
CALL-00001179,cancel,0.63,v1.2.0
CALL-00001180,upgrade,0.64,v1.2.0
CALL-00001181,account_change,0.65,v1.2.0
CALL-00001182,outage,0.66,v1.2.0
CALL-00001183,general_inquiry,0.67,v1.2.0
CALL-00001184,billing,0.68,v1.2.0
CALL-00001185,technical,0.69,v1.2.0
CALL-00001186,cancel,0.7,v1.2.0
CALL-00001187,upgrade,0.71,v1.2.0
CALL-00001188,account_change,0.72,v1.2.0
CALL-00001189,outage,0.73,v1.2.0
CALL-00001190,general_inquiry,0.74,v1.2.0
CALL-00001191,billing,0.75,v1.2.0
CALL-00001192,technical,0.76,v1.2.0
CALL-00001193,cancel,0.77,v1.2.0
CALL-00001194,upgrade,0.78,v1.2.0
CALL-00001195,account_change,0.79,v1.2.0
CALL-00001196,outage,0.8,v1.2.0
CALL-00001197,general_inquiry,0.81,v1.2.0
CALL-00001198,billing,0.82,v1.2.0
CALL-00001199,technical,0.83,v1.2.0
CALL-00001200,cancel,0.84,v1.2.0
CALL-00001201,upgrade,0.85,v1.2.0
CALL-00001202,account_change,0.86,v1.2.0
CALL-00001203,outage,0.87,v1.2.0
CALL-00001204,general_inquiry,0.88,v1.2.0
CALL-00001205,billing,0.89,v1.2.0
CALL-00001206,technical,0.9,v1.2.0
CALL-00001207,cancel,0.91,v1.2.0
