call_id,customer_id,agent_id,ani_hash,dnis,channel,queue_name,start_time,talk_seconds,hold_seconds,disposition_code,wrap_seconds
CALL-00000337,CUST-00037,AGT-0017,b89c598d965dc16d39722c10496a760bd629b0d579c6bb0e1c204416cb82f11f,18005551234,voice,SUPPORT-Q,2026-08-03 21:36:00 UTC,828,72,ANSWERED,60
CALL-00000338,CUST-00038,AGT-0018,abece7cb6dea8b84c5fe4784db7288f899433643d524ab259703ce448aa3bbae,18005555678,voice,RETENTION-Q,2026-08-03 21:47:00 UTC,841,79,ANSWERED,65
CALL-00000339,CUST-00039,AGT-0019,4359ac41575c394370f558d54e535d03df5772186b688422eb2bf5b74647e446,18885550100,chat,BILLING-Q,2026-08-03 21:58:00 UTC,854,86,ANSWERED,70
CALL-00000340,CUST-00040,,dad899dc0e23c17e9b8a2516a440c391b4f059b64fe3465ea6e33dcbd1ad9200,18885550200,callback,TECH-Q,2026-08-03 22:09:00 UTC,0,0,ABANDONED,0
CALL-00000341,CUST-00041,AGT-0021,d34e223fa53ccbb79aa30dfc5c1a7dfdaed3b0c241c9fe873ce4f519803f12b5,18005551234,voice,SALES-Q,2026-08-03 22:20:00 UTC,880,0,TRANSFER,80
CALL-00000342,CUST-00042,,51f4861a1da516011a12e413e93975cb5b0d0d129b632c9c3e051a68b632684d,18005555678,voice,SUPPORT-Q,2026-08-03 22:31:00 UTC,0,0,VOICEMAIL,0
CALL-00000343,CUST-00043,AGT-0023,5e9bb0a0bde64bbfabdb02baf34ec671475194f9b9acdac5927c576846516e99,18885550100,voice,RETENTION-Q,2026-08-03 22:42:00 UTC,0,0,CALLBACK_SCHEDULED,0
CALL-00000344,CUST-00044,AGT-0024,fad89eb792b996f11b9587f82d1dd05971bb0085eef84bc59f86085f6037ece5,18885550200,chat,BILLING-Q,2026-08-03 22:53:00 UTC,919,1,ANSWERED,5
CALL-00000345,CUST-00045,AGT-0025,777d4698ecc676258fba5d0a8a3305f1df00a3d1d6e7b9a47dc156f4a48ac212,18005551234,callback,TECH-Q,2026-08-03 23:04:00 UTC,932,8,ANSWERED,10
CALL-00000346,CUST-00046,AGT-0026,c6209c7e58cf9df4601a56369d88167e41d8b8074e61dcf9c86a134800a05799,18005555678,voice,SALES-Q,2026-08-03 23:15:00 UTC,945,15,ANSWERED,15
CALL-00000347,CUST-00047,,26953d32b90b7529b29f6d8065c1face7046e47ec0e02ba6127502737ffd2ba0,18885550100,voice,SUPPORT-Q,2026-08-03 23:26:00 UTC,0,0,ABANDONED,0
CALL-00000348,CUST-00048,AGT-0028,d58abd3b2c913986f524c77d8955a1eba4ea64b263c7c2fb86c7679298cb3ecf,18885550200,voice,RETENTION-Q,2026-08-03 23:37:00 UTC,71,0,TRANSFER,25
CALL-00000349,CUST-00049,,be88b54fd636aabc8544d50d4a643c52fabd4b474cd81c24782a288080b71733,18005551234,chat,BILLING-Q,2026-08-03 23:48:00 UTC,0,0,VOICEMAIL,0
CALL-00000350,CUST-00050,AGT-0030,249727a422f9f69524333420b641f720ba57984027fd286c8c714fdc5827c4a3,18005555678,callback,TECH-Q,2026-08-03 23:59:00 UTC,0,0,CALLBACK_SCHEDULED,0
CALL-00000351,CUST-00051,AGT-0031,420f8296a853b4e56dcd2fb0b85c2539139098bd0575711534f7bc52aaaa2567,18885550100,voice,SALES-Q,2026-08-04 00:10:00 UTC,110,50,ANSWERED,40
CALL-00000352,CUST-00052,AGT-0032,cf13d728edeef07ad22ba19e187dd4d5ca1c66b45233b9d62be3889819037b94,18885550200,voice,SUPPORT-Q,2026-08-04 00:21:00 UTC,123,57,ANSWERED,45
CALL-00000353,CUST-00053,AGT-0033,f3e06f1a8ded3bafcb7e557f9e3d07d2ece037f672fae99be56662463f48d190,18005551234,voice,RETENTION-Q,2026-08-04 00:32:00 UTC,136,64,ANSWERED,50
CALL-00000354,CUST-00054,,69ac87460713f36ac1fc4ce76cfcd8dd289f6ece8bef6f1daa29cc7ebe34c8f1,18005555678,chat,BILLING-Q,2026-08-04 00:43:00 UTC,0,0,ABANDONED,0
CALL-00000355,CUST-00055,AGT-0035,eb875370f8fcaeeb2a307ec2b6dac0b29fbd95b2b285f66434f633d00e1a9fdc,18885550100,callback,TECH-Q,2026-08-04 00:54:00 UTC,162,0,TRANSFER,60
CALL-00000356,CUST-00056,,8d847b7250bbdda0e1d015c0ed6f8e95aae67031977b91ae5dd1f9c803972ffc,18885550200,voice,SALES-Q,2026-08-04 01:05:00 UTC,0,0,VOICEMAIL,0
CALL-00000357,CUST-00057,AGT-0037,3ca78bee0d62016840e754328cc3315e682c2759bd9e869fca0159113d24a561,18005551234,voice,SUPPORT-Q,2026-08-04 01:16:00 UTC,0,0,CALLBACK_SCHEDULED,0
CALL-00000358,CUST-00058,AGT-0038,37412d29b22501855d39e3965c8d3b1bde9acfbdfae71b01553057f27244f902,18005555678,voice,RETENTION-Q,2026-08-04 01:27:00 UTC,201,99,ANSWERED,75
CALL-00000359,CUST-00059,AGT-0039,96172f09eccdded4710e39ee0d587816c7275e0213108a054d1d42c5525ec610,18885550100,chat,BILLING-Q,2026-08-04 01:38:00 UTC,214,106,ANSWERED,80
CALL-00000360,CUST-00060,AGT-0040,e534de450df71d06197c29a7ed0c76c60a6d121678b448591f7e9aa84a29001c,18885550200,callback,TECH-Q,2026-08-04 01:49:00 UTC,227,113,ANSWERED,85
CALL-00000361,CUST-00061,,b7bf56c01fff72844db01bcba0ec4fd77e359a6523d68d6d2b79bb397346ee2b,18005551234,voice,SALES-Q,2026-08-04 02:00:00 UTC,0,0,ABANDONED,0
CALL-00000362,CUST-00062,AGT-0002,8ad2790e8255266cc8097edaa6b18527d8f9d1265a92c6215f0d70ffa28d3289,18005555678,voice,SUPPORT-Q,2026-08-04 02:11:00 UTC,253,0,TRANSFER,5
CALL-00000363,CUST-00063,,cdca56d3e4f3e87ccbd6618cfe83955969f4315e15c5676ba478cc7d17e705ef,18885550100,voice,RETENTION-Q,2026-08-04 02:22:00 UTC,0,0,VOICEMAIL,0
CALL-00000364,CUST-00064,AGT-0004,c0415de904d340b1d00560fb9255d9738c6750d1084493c0ab0ae019fdc2b241,18885550200,chat,BILLING-Q,2026-08-04 02:33:00 UTC,0,0,CALLBACK_SCHEDULED,0
CALL-00000365,CUST-00065,AGT-0005,3e2b6530878fc529e9beeab5eeed8bda0c5ba535d68b3aa786a32f19e1fae2d7,18005551234,callback,TECH-Q,2026-08-04 02:44:00 UTC,292,28,ANSWERED,20
CALL-00000366,CUST-00066,AGT-0006,47a66b4c793ca8f028c29b8d130c5f930f5732b0a4744292faa8a5eed5b51468,18005555678,voice,SALES-Q,2026-08-04 02:55:00 UTC,305,35,ANSWERED,25
CALL-00000367,CUST-00067,AGT-0007,f506fb89d295139ccc4010142200a0abb5b6bfbc3b6163b377e6ed353019a444,18885550100,voice,SUPPORT-Q,2026-08-04 03:06:00 UTC,318,42,ANSWERED,30
CALL-00000368,CUST-00068,,7c6c890b008d885eaca51d5b5aad6a53bd19ba468517dbe5a9e47147a5a315eb,18885550200,voice,RETENTION-Q,2026-08-04 03:17:00 UTC,0,0,ABANDONED,0
CALL-00000369,CUST-00069,AGT-0009,0ee3b7362e580354441f42088421b97d41c45588341eaec41c3006ddcb8538b3,18005551234,chat,BILLING-Q,2026-08-04 03:28:00 UTC,344,0,TRANSFER,40
CALL-00000370,CUST-00070,,e8777b2b681007fad0cab47a10570d38026d1805ec170466f37b18b8e0285303,18005555678,callback,TECH-Q,2026-08-04 03:39:00 UTC,0,0,VOICEMAIL,0
CALL-00000371,CUST-00071,AGT-0011,caf01c6bcb02cf5a90cf8413e00ca7ec32a6f591418bc6ae2b9adac3da80113c,18885550100,voice,SALES-Q,2026-08-04 03:50:00 UTC,0,0,CALLBACK_SCHEDULED,0
CALL-00000372,CUST-00072,AGT-0012,f29f9b42e95e74e38fc1961435373a87d1ad86eb6898f88f444d96473f151eef,18885550200,voice,SUPPORT-Q,2026-08-04 04:01:00 UTC,383,77,ANSWERED,55
CALL-00000373,CUST-00073,AGT-0013,2b98d7f12b7bc048a784998dc4f772d922b18961c67bc6b120669b80acae350f,18005551234,voice,RETENTION-Q,2026-08-04 04:12:00 UTC,396,84,ANSWERED,60
CALL-00000374,CUST-00074,AGT-0014,6311baf879aced6be3a2e549c2ef119033626adc8b858ca184355a6b1d903e84,18005555678,chat,BILLING-Q,2026-08-04 04:23:00 UTC,409,91,ANSWERED,65
CALL-00000375,CUST-00075,,19cdb30b9ed037e8708f2d1179a54b87b2b5197f8a3adbc61e70b9b13bed1772,18885550100,callback,TECH-Q,2026-08-04 04:34:00 UTC,0,0,ABANDONED,0
CALL-00000376,CUST-00076,AGT-0016,18624475344221379507fea3fa37fd13414e4ac615c5f9e1113f3d325ec22c84,18885550200,voice,SALES-Q,2026-08-04 04:45:00 UTC,435,0,TRANSFER,75
CALL-00000377,CUST-00077,,c8df7ebb05862c9d5856b8355dd3427284837fbf54ff7e1efb95a70a75a06b97,18005551234,voice,SUPPORT-Q,2026-08-04 04:56:00 UTC,0,0,VOICEMAIL,0
CALL-00000378,CUST-00078,AGT-0018,59b3bb10d5414d01c351b8b6ca8841709bdbbb46784d442fd1eeb7aed7bf63d8,18005555678,voice,RETENTION-Q,2026-08-04 05:07:00 UTC,0,0,CALLBACK_SCHEDULED,0
CALL-00000379,CUST-00079,AGT-0019,717490b178e121a9adf525decc45378755b8052e60209360ec972ca1da3cfd47,18885550100,chat,BILLING-Q,2026-08-04 05:18:00 UTC,474,6,ANSWERED,0
CALL-00000380,CUST-00080,AGT-0020,3c5d58cfa5b748be4dadde0ce9f194fc7124082c977c6936b27ee8ade301a36d,18885550200,callback,TECH-Q,2026-08-04 05:29:00 UTC,487,13,ANSWERED,5
CALL-00000381,CUST-00081,AGT-0021,02026ef159d1c24055538367cc2aab2a9e4ecf0161edcaa1caa84b05b0753fb9,18005551234,voice,SALES-Q,2026-08-04 05:40:00 UTC,500,20,ANSWERED,10
CALL-00000382,CUST-00082,,295c7d919e4f613431449f314415a073a94cb9cde259d05b24a8cfd0ef7b4b04,18005555678,voice,SUPPORT-Q,2026-08-04 05:51:00 UTC,0,0,ABANDONED,0
CALL-00000383,CUST-00083,AGT-0023,ff82f65c866821d503cd17da4eb929d6df6ae3c25c303612ca15c9545b7f6f42,18885550100,voice,RETENTION-Q,2026-08-04 06:02:00 UTC,526,0,TRANSFER,20
CALL-00000384,CUST-00084,,a8354ca61f671be45c2fd5f95c67956be646057b7f5a65de77d12ed3274e3415,18885550200,chat,BILLING-Q,2026-08-04 06:13:00 UTC,0,0,VOICEMAIL,0
CALL-00000385,CUST-00085,AGT-0025,83bb5475963ce1e4f6faf44fb64adf22994e33d52e0b56eb0bb1e7cd919679fa,18005551234,callback,TECH-Q,2026-08-04 06:24:00 UTC,0,0,CALLBACK_SCHEDULED,0
CALL-00000386,CUST-00086,AGT-0026,bd8eeded98afca46d3788f396658f1915f8016ee44f11dc3ce27d56c763d14c2,18005555678,voice,SALES-Q,2026-08-04 06:35:00 UTC,565,55,ANSWERED,35
CALL-00000387,CUST-00087,AGT-0027,2c962fe3ca3118086d86f51dadab63ba4a3bf45b0f231912e997257fbbbceaff,18885550100,voice,SUPPORT-Q,2026-08-04 06:46:00 UTC,578,62,ANSWERED,40
CALL-00000388,CUST-00088,AGT-0028,6721225848e160844a510bd00a163c10d93cf5cd0cbff670581be504a36f2411,18885550200,voice,RETENTION-Q,2026-08-04 06:57:00 UTC,591,69,ANSWERED,45
CALL-00000389,CUST-00089,,c578a8aec37d7b604e0d56a148c062c31067471b17718dc8d7511dc041788e57,18005551234,chat,BILLING-Q,2026-08-04 07:08:00 UTC,0,0,ABANDONED,0
CALL-00000390,CUST-00090,AGT-0030,40790300887b3b1df768557c0b959e6f2b91d66245081e96e9f62f0a356523d3,18005555678,callback,TECH-Q,2026-08-04 07:19:00 UTC,617,0,TRANSFER,55
CALL-00000391,CUST-00091,,920d22424cb7a15d354d46c2ea258b0f342b2236306af459312f773a2449fe7f,18885550100,voice,SALES-Q,2026-08-04 07:30:00 UTC,0,0,VOICEMAIL,0
CALL-00000392,CUST-00092,AGT-0032,823dae236318baf6f771e41a170991b4d8eefb29d939668170aae8fc500afbdd,18885550200,voice,SUPPORT-Q,2026-08-04 07:41:00 UTC,0,0,CALLBACK_SCHEDULED,0
CALL-00000393,CUST-00093,AGT-0033,10ff367fe8ec0662347cbdddef606b813f8f9e3bf84f5fc779edffe2cf53c206,18005551234,voice,RETENTION-Q,2026-08-04 07:52:00 UTC,656,104,ANSWERED,70
CALL-00000394,CUST-00094,AGT-0034,b7f484c79cb92ffcc30ed81feb2f025005217cd469a7f3bbc0a609756751dbaf,18005555678,chat,BILLING-Q,2026-08-04 08:03:00 UTC,669,111,ANSWERED,75
CALL-00000395,CUST-00095,AGT-0035,c4ae3be1c480024702329cd03169925f95443d85f9e774d71815b565def72a26,18885550100,callback,TECH-Q,2026-08-04 08:14:00 UTC,682,118,ANSWERED,80
CALL-00000396,CUST-00096,,603813ac6f45cdaf093ea153f27d8aa2fb17a0b3477c0d22319fd25b425bad3a,18885550200,voice,SALES-Q,2026-08-04 08:25:00 UTC,0,0,ABANDONED,0
CALL-00000397,CUST-00097,AGT-0037,4c641ba50240140926524980d6df2eec9b4497b45266b4f25c20efe3d7e98615,18005551234,voice,SUPPORT-Q,2026-08-04 08:36:00 UTC,708,0,TRANSFER,0
CALL-00000398,CUST-00098,,db4bab1bdd7528b2316fa23c8c0045acfee52d7adadaaa4e16def1143d5784b5,18005555678,voice,RETENTION-Q,2026-08-04 08:47:00 UTC,0,0,VOICEMAIL,0
CALL-00000399,CUST-00099,AGT-0039,69d3524a2adb39f59021f2b00c8772c45a68e1196904b1dc87edea5e17d8ced3,18885550100,chat,BILLING-Q,2026-08-04 08:58:00 UTC,0,0,CALLBACK_SCHEDULED,0
CALL-00000400,CUST-00100,AGT-0040,41bac9e495584882002e2b358635e1194b9ece336f24fcd3542faff6a9db3fdf,18885550200,callback,TECH-Q,2026-08-04 09:09:00 UTC,747,33,ANSWERED,15
CALL-00000401,CUST-00101,AGT-0001,57225ea3114f9f08c1eec31131ca1540c0263eeabccf2014eee14b2391d0ea85,18005551234,voice,SALES-Q,2026-08-04 09:20:00 UTC,760,40,ANSWERED,20
CALL-00000402,CUST-00102,AGT-0002,20643b1fd322c0007e2d4737edc68e11443153e6499e7ea7dd1bb6b1661ea6d3,18005555678,voice,SUPPORT-Q,2026-08-04 09:31:00 UTC,773,47,ANSWERED,25
CALL-00000403,CUST-00103,,ee6520bb62c2231ad7637558dd2b87356bc8aaeb581b1775bda93e61d4724894,18885550100,voice,RETENTION-Q,2026-08-04 09:42:00 UTC,0,0,ABANDONED,0
CALL-00000404,CUST-00104,AGT-0004,033d7661755bc1264826e86180ee80c063b52006cd363f10997a2f4ed419f811,18885550200,chat,BILLING-Q,2026-08-04 09:53:00 UTC,799,0,TRANSFER,35
CALL-00000405,CUST-00105,,065f7f688bad6eed3d6d7aeb23f4e613faa45539829375f4f3032f6834a3bd38,18005551234,callback,TECH-Q,2026-08-04 10:04:00 UTC,0,0,VOICEMAIL,0
CALL-00000406,CUST-00106,AGT-0006,ddd3dc89074a85ed6b1fa4304420b53158152cc750918edc4c69b4645087f5dd,18005555678,voice,SALES-Q,2026-08-04 10:15:00 UTC,0,0,CALLBACK_SCHEDULED,0
CALL-00000407,CUST-00107,AGT-0007,fea9ef0c7ee989673d22e391023d6b7d9976dcbc221f7d7a87232bd9e9da34ee,18885550100,voice,SUPPORT-Q,2026-08-04 10:26:00 UTC,838,82,ANSWERED,50
CALL-00000408,CUST-00108,AGT-0008,3a5c856b3eef5fe498f46f7c99881c5b5ab3c7d048f208a6f00e0d952d25dde9,18885550200,voice,RETENTION-Q,2026-08-04 10:37:00 UTC,851,89,ANSWERED,55
CALL-00000409,CUST-00109,AGT-0009,3f6f22969cf8d5cdc2200b2d540c5ca16c27ca83efb61e1039cd3e73ef7416da,18005551234,chat,BILLING-Q,2026-08-04 10:48:00 UTC,864,96,ANSWERED,60
CALL-00000410,CUST-00110,,67600547ad0aaa2c6d1824ff5c306a2aa2ca938d5e55d238d364155207a610de,18005555678,callback,TECH-Q,2026-08-04 10:59:00 UTC,0,0,ABANDONED,0
CALL-00000411,CUST-00111,AGT-0011,b087c1434b33765a2b4d42a02258b81b47354eaafa2fcc6447f520d2c80263aa,18885550100,voice,SALES-Q,2026-08-04 11:10:00 UTC,890,0,TRANSFER,70
CALL-00000412,CUST-00112,,c24bb926badeeccbcbdb12635a658d5007bc3da5c45d7502335449d59e7c46f4,18885550200,voice,SUPPORT-Q,2026-08-04 11:21:00 UTC,0,0,VOICEMAIL,0
CALL-00000413,CUST-00113,AGT-0013,62b5bacd6ae58e9df07b8ddfb27b5d55c0d4abb08bece8646981339358653461,18005551234,voice,RETENTION-Q,2026-08-04 11:32:00 UTC,0,0,CALLBACK_SCHEDULED,0
CALL-00000414,CUST-00114,AGT-0014,6d5f9add3c8d50146fff538a7d1f45d2b1e29e9fc1589f75b68fb46dc81ebcac,18005555678,chat,BILLING-Q,2026-08-04 11:43:00 UTC,929,11,ANSWERED,85
CALL-00000415,CUST-00115,AGT-0015,231e5cebaf6625353ade39c49d3d78e2bd1cedfe85bbf806dd221ab03ae3ab8a,18885550100,callback,TECH-Q,2026-08-04 11:54:00 UTC,942,18,ANSWERED,0
CALL-00000416,CUST-00116,AGT-0016,d443376c73535ef346f3c9f949d9a37a2ce53a94724ac191432eba989033b672,18885550200,voice,SALES-Q,2026-08-04 12:05:00 UTC,955,25,ANSWERED,5
CALL-00000417,CUST-00117,,19d80a0961ddeea3eaefaf8fd3009dd7482b5b893e2ba3ed090c98fa9713c766,18005551234,voice,SUPPORT-Q,2026-08-04 12:16:00 UTC,0,0,ABANDONED,0
CALL-00000418,CUST-00118,AGT-0018,0073993d1583f5d997be815cc5e22c862e03878d1665dc6ccdff043d40794049,18005555678,voice,RETENTION-Q,2026-08-04 12:27:00 UTC,81,0,TRANSFER,15
CALL-00000419,CUST-00119,,25af2b960d7b92774d4fa3ac081c2d254d7fbcd07f036653756bb5c28a2e52ac,18885550100,chat,BILLING-Q,2026-08-04 12:38:00 UTC,0,0,VOICEMAIL,0
CALL-00000420,CUST-00120,AGT-0020,715e9070db8a718d359614cf1433ba57178ed5bddfcb2427b4a2110efa540f71,18885550200,callback,TECH-Q,2026-08-04 12:49:00 UTC,0,0,CALLBACK_SCHEDULED,0
CALL-00000421,CUST-00121,AGT-0021,5599b7283703af712009bd44801a5c61a098e4db8fe1af8ce5b80966c57a2172,18005551234,voice,SALES-Q,2026-08-04 13:00:00 UTC,120,60,ANSWERED,30
CALL-00000422,CUST-00122,AGT-0022,b64aceddb964818de9b7e2ed9b3a74690d72236f348989f1aa54103f607e4269,18005555678,voice,SUPPORT-Q,2026-08-04 13:11:00 UTC,133,67,ANSWERED,35
CALL-00000423,CUST-00123,AGT-0023,8dc8fd565332be93001e5559496793219a5d7595f9d6fc533b3de4b707ccd9e8,18885550100,voice,RETENTION-Q,2026-08-04 13:22:00 UTC,146,74,ANSWERED,40
CALL-00000424,CUST-00124,,261d6133c42506ebbc43e91a5a724b95e088d673674f8451fdeabd023c3792d7,18885550200,chat,BILLING-Q,2026-08-04 13:33:00 UTC,0,0,ABANDONED,0
CALL-00000425,CUST-00125,AGT-0025,e68e0a2fc5afc1521129d7af656abc6db1aa6a2b80be01106b1373f2a018cfdd,18005551234,callback,TECH-Q,2026-08-04 13:44:00 UTC,172,0,TRANSFER,50
CALL-00000426,CUST-00126,,0f078c3e921e3e06b308dd902934b81eb27c159622f930f837576148f10e21bb,18005555678,voice,SALES-Q,2026-08-04 13:55:00 UTC,0,0,VOICEMAIL,0
CALL-00000427,CUST-00127,AGT-0027,16e319f7e5a78f3285139e70baa52753820e4b6d60395c83ea66b265a9fd3e8f,18885550100,voice,SUPPORT-Q,2026-08-04 14:06:00 UTC,0,0,CALLBACK_SCHEDULED,0
CALL-00000428,CUST-00128,AGT-0028,2b95a5c69fa120edb5a22b9f9d975f23f976517b32a364253e7f46da75961b83,18885550200,voice,RETENTION-Q,2026-08-04 14:17:00 UTC,211,109,ANSWERED,65
CALL-00000429,CUST-00129,AGT-0029,5d2cd6385d507429b96bbc74eb43af7612c3cb0dac19b62db1d53c4f92606c8b,18005551234,chat,BILLING-Q,2026-08-04 14:28:00 UTC,224,116,ANSWERED,70
CALL-00000430,CUST-00130,AGT-0030,e657589d6e5a49e2c4694ebbbd3b5220baee38494e2af2bee79fa5e11acfb1f5,18005555678,callback,TECH-Q,2026-08-04 14:39:00 UTC,237,3,ANSWERED,75
CALL-00000431,CUST-00131,,19feb8b45c90653b6110e2db7b6317756c2d7a99548046e71cc319b8a4ddf7f2,18885550100,voice,SALES-Q,2026-08-04 14:50:00 UTC,0,0,ABANDONED,0
CALL-00000432,CUST-00132,AGT-0032,928c04b000f1fe651aeb2e9cb549819cea232f1ed4a1ef6155b1c9eb766dcceb,18885550200,voice,SUPPORT-Q,2026-08-04 15:01:00 UTC,263,0,TRANSFER,85
CALL-00000433,CUST-00133,,48fea51ac8d1b70dfd3e347b3597bd9b4406654bf3a402c3a633741ebc02f828,18005551234,voice,RETENTION-Q,2026-08-04 15:12:00 UTC,0,0,VOICEMAIL,0
CALL-00000434,CUST-00134,AGT-0034,074fae38729a5d8732ead3faf9fe7fbb2a1ed842b50e26204a3f34ce168bd81d,18005555678,chat,BILLING-Q,2026-08-04 15:23:00 UTC,0,0,CALLBACK_SCHEDULED,0
CALL-00000435,CUST-00135,AGT-0035,0838675264be0cb24c4ccf4c229812b292b90b63a6b526e6d67cab49392b2ee7,18885550100,callback,TECH-Q,2026-08-04 15:34:00 UTC,302,38,ANSWERED,10
CALL-00000436,CUST-00136,AGT-0036,ae4fba5915f27770bad453cf697b3698e85c3d776e39b15bf61b8f7ab9afa2e1,18885550200,voice,SALES-Q,2026-08-04 15:45:00 UTC,315,45,ANSWERED,15
CALL-00000437,CUST-00137,AGT-0037,452370151332ae24b0c861127850346126639e0425ad5e862a6659e9ec63a3f8,18005551234,voice,SUPPORT-Q,2026-08-04 15:56:00 UTC,328,52,ANSWERED,20
CALL-00000438,CUST-00138,,f682188b4711ff7111ca9a74f82dfc7ce99e4318bda62ec0da0968b63ede858d,18005555678,voice,RETENTION-Q,2026-08-04 16:07:00 UTC,0,0,ABANDONED,0
CALL-00000439,CUST-00139,AGT-0039,8440b8ea90f49b26a271fd122a80a75cd2b08661e4c3348dffd71cf1038b7c77,18885550100,chat,BILLING-Q,2026-08-04 16:18:00 UTC,354,0,TRANSFER,30
CALL-00000440,CUST-00140,,9b3bbed76b44836f2b0241ce863b58f2d8755e9cc2cb177f825fc0585210f5ef,18885550200,callback,TECH-Q,2026-08-04 16:29:00 UTC,0,0,VOICEMAIL,0
CALL-00000441,CUST-00141,AGT-0001,0cc0f6883a40f84d9b31c119133baacd804f5770be8b75d9961be528f5c32206,18005551234,voice,SALES-Q,2026-08-04 16:40:00 UTC,0,0,CALLBACK_SCHEDULED,0
CALL-00000442,CUST-00142,AGT-0002,5312797e86452e12674a8c198b042c9089958e5877e76575a7f5cdcbbed21c7d,18005555678,voice,SUPPORT-Q,2026-08-04 16:51:00 UTC,393,87,ANSWERED,45
CALL-00000443,CUST-00143,AGT-0003,13d3739013888b96c0d2ab9bbc4c54a2f821818676793575823aa60c7d9ac9b1,18885550100,voice,RETENTION-Q,2026-08-04 17:02:00 UTC,406,94,ANSWERED,50
CALL-00000444,CUST-00144,AGT-0004,8ece7c8210ef5ba63dbb974803dfd5294bf305c33d5eeaab562f2a4aa29ba442,18885550200,chat,BILLING-Q,2026-08-04 17:13:00 UTC,419,101,ANSWERED,55
CALL-00000445,CUST-00145,,d25bb819ff9532532a044e8bed3ceedfb7d59de1fc5ca8bf7b1d04799d3e523c,18005551234,callback,TECH-Q,2026-08-04 17:24:00 UTC,0,0,ABANDONED,0
CALL-00000446,CUST-00146,AGT-0006,a6d0c53ca5eabf72d05787cd998fbac70f303d65c33f285fea3b7903ffe559bd,18005555678,voice,SALES-Q,2026-08-04 17:35:00 UTC,445,0,TRANSFER,65
CALL-00000447,CUST-00147,,3e96c4a8a83918cadfbb4c43e0c9426af1ad7c77c8e613db78810390de685f4b,18885550100,voice,SUPPORT-Q,2026-08-04 17:46:00 UTC,0,0,VOICEMAIL,0
CALL-00000448,CUST-00148,AGT-0008,bc3ed371a57fe58472e8b565ac4885dfa19e5d21e18e6fef7ad73e0e2348f5fc,18885550200,voice,RETENTION-Q,2026-08-04 17:57:00 UTC,0,0,CALLBACK_SCHEDULED,0
CALL-00000449,CUST-00149,AGT-0009,f3c7e3cfd1bad39bf129bd4086ef4c9de5cec4718c79d07febcca0d3b8e3cab9,18005551234,chat,BILLING-Q,2026-08-04 18:08:00 UTC,484,16,ANSWERED,80
CALL-00000450,CUST-00150,AGT-0010,c50f96d658f977fb5b702c57a34baca4b9325a29ddb137f722783a19fa65fc0f,18005555678,callback,TECH-Q,2026-08-04 18:19:00 UTC,497,23,ANSWERED,85
CALL-00000451,CUST-00151,AGT-0011,c750c2c5e3d00014600f00f451724b2ae3dc537b299e314a96e76e80367f54f7,18885550100,voice,SALES-Q,2026-08-04 18:30:00 UTC,510,30,ANSWERED,0
CALL-00000452,CUST-00152,,bab6e5096952d13cd8ba5e777b8b2be9748c870b817ae7e40f02b3464b77efe5,18885550200,voice,SUPPORT-Q,2026-08-04 18:41:00 UTC,0,0,ABANDONED,0
CALL-00000453,CUST-00153,AGT-0013,d7156a588bf5297e037b1009243f86d6a1ea6145fb426a6bf42b4c3371e1d5d2,18005551234,voice,RETENTION-Q,2026-08-04 18:52:00 UTC,536,0,TRANSFER,10
CALL-00000454,CUST-00154,,a9fbf3741d03320126cbfb898a38fa7017302ca12320636a791762ff746b4f90,18005555678,chat,BILLING-Q,2026-08-04 19:03:00 UTC,0,0,VOICEMAIL,0
CALL-00000455,CUST-00155,AGT-0015,c4561e1d2bcdb83b4897bd705487fbfef744d76606f781ddcf179da5da4407f5,18885550100,callback,TECH-Q,2026-08-04 19:14:00 UTC,0,0,CALLBACK_SCHEDULED,0
CALL-00000456,CUST-00156,AGT-0016,6dcfaf9d2d03479f5ff18e8546ae9f17aa2a8f67a7e1eef673d638ab3a3f16c9,18885550200,voice,SALES-Q,2026-08-04 19:25:00 UTC,575,65,ANSWERED,25
CALL-00000457,CUST-00157,AGT-0017,fc1419423913a050a7cdccdb9443e9bde159c90f041748ae6fadd70dff5fb07b,18005551234,voice,SUPPORT-Q,2026-08-04 19:36:00 UTC,588,72,ANSWERED,30
CALL-00000458,CUST-00158,AGT-0018,55972a0aaa603d282560ca10901e9884a79333351d4f78f801aa36f6fa946700,18005555678,voice,RETENTION-Q,2026-08-04 19:47:00 UTC,601,79,ANSWERED,35
CALL-00000459,CUST-00159,,fa74c111a7bf316a6d54fb5b3c6f0c4807e9a50d6945f72f7d48032c6eaa136a,18885550100,chat,BILLING-Q,2026-08-04 19:58:00 UTC,0,0,ABANDONED,0
CALL-00000460,CUST-00160,AGT-0020,9caef8c85644ac5d333ddc34571c9ea50ec52dbd4eab724d70386bebbce4b5bb,18885550200,callback,TECH-Q,2026-08-04 20:09:00 UTC,627,0,TRANSFER,45
CALL-00000461,CUST-00161,,40ed50872c5d5bf1a136ad930044629f12bb9795f966225548e6d8ff4087d128,18005551234,voice,SALES-Q,2026-08-04 20:20:00 UTC,0,0,VOICEMAIL,0
CALL-00000462,CUST-00162,AGT-0022,42c4e17bdaff527310f5afe13ec12f33ad87c4a492eb797da790e4c1157a64a8,18005555678,voice,SUPPORT-Q,2026-08-04 20:31:00 UTC,0,0,CALLBACK_SCHEDULED,0
